date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:53	77339/77339	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba151-12e1b%22	https://truenorthhr.ca/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.7.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/woocommerce/assets/css/woocommerce117a.css	(from https://truenorthhr.ca/)
13:56:54	21579/21579	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba148-544b%22	https://truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/style.css	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/style.css	(from https://truenorthhr.ca/)
13:56:54	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba148-e7d0%22	https://truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/inc/assets/css/fontawesome.min.css	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/inc/assets/css/fontawesome.min.css	(from https://truenorthhr.ca/)
13:56:54	53922/53922	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba149-d2a2%22	https://truenorthhr.ca/wp-content/themes/hrservicesconsulting/style.css?ver=7.5	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/themes/hrservicesconsulting/styleeba7.css	(from https://truenorthhr.ca/)
13:56:55	160392/160392	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba148-27288%22	https://truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/inc/assets/css/bootstrap.min.css?ver=6.4.3	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/themes/wp-bootstrap-starter/inc/assets/css/bootstrap.min84fc.css	(from https://truenorthhr.ca/)
13:56:56	1082/1082	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba154-43a%22	https://truenorthhr.ca/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=7.1.1	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/recent-posts-widget-with-thumbnails/public03db.css	(from https://truenorthhr.ca/)
13:56:56	17608/17608	---MCZ	200	added ('OK')	text/css	etag:W/%22660ba146-44c8%22	http://truenorthhr.ca/wp-content/uploads/pum/pum-site-styles.css?generated=1710911838&ver=1.18.5	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/pum/pum-site-styles2298.css	(from https://truenorthhr.ca/)
13:56:56	662/662	---M--	200	added ('OK')	image/png	etag:%22660ba154-296%22	https://truenorthhr.ca/wp-content/plugins/rocket-lazy-load/assets/img/youtube.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/rocket-lazy-load/assets/img/youtube.png	(from https://truenorthhr.ca/)
13:56:57	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba145-1feb%22	https://truenorthhr.ca/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://truenorthhr.ca/)
13:56:57	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba144-19e1%22	https://truenorthhr.ca/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://truenorthhr.ca/)
13:56:58	115127/115127	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba145-1c1b7%22	https://truenorthhr.ca/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://truenorthhr.ca/)
13:56:59	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba145-1213%22	https://truenorthhr.ca/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/dist/hooks.min2ebd.js	(from https://truenorthhr.ca/)
13:57:00	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370238.4058	https://stats.wp.com/w.js?ver=202415	C:/My%20Web%20Sites/HR%20consultancy/stats.wp.com/w26b5.js	(from https://truenorthhr.ca/)
13:57:01	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba144-15601%22	https://truenorthhr.ca/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/jquery/jquery.minf43b.js	(from https://truenorthhr.ca/)
13:57:03	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba144-3509%22	https://truenorthhr.ca/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://truenorthhr.ca/)
13:57:03	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba151-25a4%22	https://truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.7.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min71e5.js	(from https://truenorthhr.ca/)
13:57:04	3058/3058	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba151-bf2%22	https://truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.7.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min117a.js	(from https://truenorthhr.ca/)
13:57:04	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba151-6b8%22	https://truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.7.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min52f2.js	(from https://truenorthhr.ca/)
13:57:04	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba151-85b%22	https://truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.7.0	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min117a.js	(from https://truenorthhr.ca/)
13:57:05	9706/9706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265717c6c-25ea%22	https://stats.wp.com/s-202415.js	C:/My%20Web%20Sites/HR%20consultancy/stats.wp.com/s-202415.js	(from https://truenorthhr.ca/)
13:57:05	11773/11773	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ba149-2dfd%22	https://truenorthhr.ca/wp-content/themes/hrservicesconsulting/scripts.js?ver=6.4.3	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/themes/hrservicesconsulting/scripts84fc.js	(from https://truenorthhr.ca/)
13:57:07	1429021/1429021	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2010:57:13%20GMT	https://truenorthhr.ca/wp-json/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-json/index.html	(from https://truenorthhr.ca/)
13:57:08	210/210	---M--	401	error ('Unauthorized')	application/json	date:Thu,%2011%20Apr%202024%2010:57:12%20GMT	https://truenorthhr.ca/wp-json/wp/v2/pages/11133	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-json/wp/v2/pages/11133	(from https://truenorthhr.ca/)
13:57:08	799/799	---MCZ	200	added ('OK')	text/xml	date:Thu,%2011%20Apr%202024%2010:57:14%20GMT	https://truenorthhr.ca/xmlrpc.php?rsd	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/xmlrpc0db0.php	(from https://truenorthhr.ca/)
13:57:09	2467/2467	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2010:57:15%20GMT	https://truenorthhr.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftruenorthhr.ca%2F	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-json/oembed/1.0/embed8a4a.json	(from https://truenorthhr.ca/)
13:57:10	2674/2674	---MCZ	200	added ('OK')	text/xml	date:Thu,%2011%20Apr%202024%2010:57:16%20GMT	https://truenorthhr.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftruenorthhr.ca%2F&format=xml	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-json/oembed/1.0/embedec47	(from https://truenorthhr.ca/)
13:57:12	92400/92400	---M--	200	added ('OK')	application/octet-stream	etag:%22660ba159-168f0%22	https://truenorthhr.ca/wp-content/plugins/bloom/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/plugins/bloom/core/admin/fonts/modules.ttf	(from https://truenorthhr.ca/)
13:57:12	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2011%20Apr%202024%2010:57:18%20GMT	https://truenorthhr.ca/xmlrpc.php	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/xmlrpc.php	(from https://truenorthhr.ca/)
13:57:13	730/730	---M--	200	added ('OK')	image/png	etag:%22660ba146-3c6%22	https://truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-32x32.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-32x32.png	(from https://truenorthhr.ca/)
13:57:14	6062/6062	---M--	200	added ('OK')	image/png	etag:%22660ba146-17ae%22	https://truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-192x192.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-192x192.png	(from https://truenorthhr.ca/)
13:57:15	5676/5676	---M--	200	added ('OK')	image/png	etag:%22660ba146-162c%22	https://truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-180x180.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/cropped-true-north-hr-consulting-icon-02-180x180.png	(from https://truenorthhr.ca/)
13:57:16	6017/6017	---M--	200	added ('OK')	image/png	etag:%22660ba147-3070%22	https://truenorthhr.ca/wp-content/uploads/2023/11/true-north-hr-consulting-logo-02.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/true-north-hr-consulting-logo-02.png	(from https://truenorthhr.ca/)
13:57:20	127035/127035	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:23%20GMT	https://truenorthhr.ca/hr-advisory/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/hr-advisory/index.html	(from https://truenorthhr.ca/)
13:57:23	128567/128567	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:23%20GMT	https://truenorthhr.ca/compensation-and-benefits-consulting/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/compensation-and-benefits-consulting/index.html	(from https://truenorthhr.ca/)
13:57:25	114231/114231	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:24%20GMT	https://truenorthhr.ca/compensation-and-benefits-consulting/pay-equity/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/compensation-and-benefits-consulting/pay-equity/index.html	(from https://truenorthhr.ca/)
13:57:27	125506/125506	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:26%20GMT	https://truenorthhr.ca/leadership-consulting/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/leadership-consulting/index.html	(from https://truenorthhr.ca/)
13:57:28	121065/121065	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:29%20GMT	https://truenorthhr.ca/policies-diligence/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/policies-diligence/index.html	(from https://truenorthhr.ca/)
13:57:30	124955/124955	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:33%20GMT	https://truenorthhr.ca/human-capital-consulting/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/human-capital-consulting/index.html	(from https://truenorthhr.ca/)
13:57:32	116716/116716	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:31%20GMT	https://truenorthhr.ca/organizational-design/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/organizational-design/index.html	(from https://truenorthhr.ca/)
13:57:33	118072/118072	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:34%20GMT	https://truenorthhr.ca/hr-process-consulting/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/hr-process-consulting/index.html	(from https://truenorthhr.ca/)
13:57:35	126088/126088	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:36%20GMT	https://truenorthhr.ca/staffing-recruiting/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/staffing-recruiting/index.html	(from https://truenorthhr.ca/)
13:57:37	99151/99151	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:38%20GMT	https://truenorthhr.ca/job-openings/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/job-openings/index.html	(from https://truenorthhr.ca/)
13:57:40	191242/191242	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:39%20GMT	https://truenorthhr.ca/about-us/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/about-us/index.html	(from https://truenorthhr.ca/)
13:57:43	139355/139355	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:41%20GMT	https://truenorthhr.ca/blog/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/blog/index.html	(from https://truenorthhr.ca/)
13:57:44	177848/177848	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:43%20GMT	https://truenorthhr.ca/our-team/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/our-team/index.html	(from https://truenorthhr.ca/)
13:57:46	102905/102905	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:57:46%20GMT	https://truenorthhr.ca/contact/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/contact/index.html	(from https://truenorthhr.ca/)
13:57:47	8391/8391	---M--	200	added ('OK')	image/jpeg	etag:%22660ba147-20c7%22	https://truenorthhr.ca/wp-content/uploads/2023/01/home-feature-card-section.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/home-feature-card-section.jpg	(from https://truenorthhr.ca/)
13:57:48	302/302	---M--	200	added ('OK')	image/png	etag:%22660ba147-12e%22	https://truenorthhr.ca/wp-content/uploads/2023/01/chevron.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/chevron.png	(from https://truenorthhr.ca/)
13:57:48	191327/191327	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-2eb67%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant.jpg	(from https://truenorthhr.ca/)
13:57:48	4466/4466	---M--	200	added ('OK')	image/png	etag:%22660ba147-1172%22	https://truenorthhr.ca/wp-content/uploads/2022/06/organizational-design.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2022/06/organizational-design.png	(from https://truenorthhr.ca/)
13:57:50	4633/4633	---M--	200	added ('OK')	image/png	etag:%22660ba147-1219%22	https://truenorthhr.ca/wp-content/uploads/2021/10/outsource-1.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2021/10/outsource-1.png	(from https://truenorthhr.ca/)
13:57:50	4024/4024	---M--	200	added ('OK')	image/png	etag:%22660ba147-fb8%22	https://truenorthhr.ca/wp-content/uploads/2022/06/hr-advisory.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2022/06/hr-advisory.png	(from https://truenorthhr.ca/)
13:57:52	2810/2810	---M--	200	added ('OK')	image/png	etag:%22660ba147-afa%22	https://truenorthhr.ca/wp-content/uploads/2021/10/project-1.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2021/10/project-1.png	(from https://truenorthhr.ca/)
13:57:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Apr%202024%2010:57:59%20GMT	https://truenorthhr.ca/services	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/services	(from https://truenorthhr.ca/)
13:57:55	114777/114777	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-1c061%22	https://truenorthhr.ca/wp-content/uploads/2023/11/group-of-hr-consultants.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/group-of-hr-consultants.jpg	(from https://truenorthhr.ca/)
13:57:58	128220/128220	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2010:58:01%20GMT	https://truenorthhr.ca/services/	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/services/index.html	(from https://truenorthhr.ca/)
13:57:59	54377/54377	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-d471%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consultants-reviewing-policy.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consultants-reviewing-policy.jpg	(from https://truenorthhr.ca/)
13:57:59	104020/104020	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-1965c%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant-researching.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant-researching.jpg	(from https://truenorthhr.ca/)
13:58:00	36358/36358	---M--	200	added ('OK')	image/jpeg	etag:%22660ba147-8e0e%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consultants-meeting-clients.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consultants-meeting-clients.jpg	(from https://truenorthhr.ca/)
13:58:00	58513/58513	---M--	200	added ('OK')	image/jpeg	etag:%22660ba147-e499%22	https://truenorthhr.ca/wp-content/uploads/2023/11/strategic-consulting.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/strategic-consulting.jpg	(from https://truenorthhr.ca/)
13:58:00	39610/39610	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-9ac2%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant-working.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consultant-working.jpg	(from https://truenorthhr.ca/)
13:58:00	4129/4129	---M--	200	added ('OK')	image/png	etag:%22660ba146-1629%22	https://truenorthhr.ca/wp-content/uploads/2023/02/HR-Daily-Advisor-2016-logo-no-tag-NEW.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/HR-Daily-Advisor-2016-logo-no-tag-NEW.png	(from https://truenorthhr.ca/)
13:58:01	3216/3216	---M--	200	added ('OK')	image/png	etag:%22660ba146-11c1%22	https://truenorthhr.ca/wp-content/uploads/2023/02/Forage_Logo_Icon_Horiz_Green_RGB-203x52-1.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/Forage_Logo_Icon_Horiz_Green_RGB-203x52-1.png	(from https://truenorthhr.ca/)
13:58:03	2001/2001	---M--	200	added ('OK')	image/png	etag:%22660ba147-f42%22	https://truenorthhr.ca/wp-content/uploads/2023/02/moneygeek.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/moneygeek.png	(from https://truenorthhr.ca/)
13:58:04	844/844	---M--	200	added ('OK')	image/png	etag:%22660ba147-633%22	https://truenorthhr.ca/wp-content/uploads/2023/02/zapier.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/zapier.png	(from https://truenorthhr.ca/)
13:58:05	1288/1288	---M--	200	added ('OK')	image/png	etag:%22660ba147-8d8%22	https://truenorthhr.ca/wp-content/uploads/2023/02/logo-lattice.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/logo-lattice.png	(from https://truenorthhr.ca/)
13:58:06	1916/1916	---M--	200	added ('OK')	image/png	etag:%22660ba147-ac8%22	https://truenorthhr.ca/wp-content/uploads/2023/02/UpJourney-black-transaprent-e1578066455918.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/UpJourney-black-transaprent-e1578066455918.png	(from https://truenorthhr.ca/)
13:58:06	3062/3062	---M--	200	added ('OK')	image/png	etag:%22660ba147-10d2%22	https://truenorthhr.ca/wp-content/uploads/2023/02/SH-logo-158x32-1.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/SH-logo-158x32-1.png	(from https://truenorthhr.ca/)
13:58:07	1690/1690	---M--	200	added ('OK')	image/png	etag:%22660ba147-c19%22	https://truenorthhr.ca/wp-content/uploads/2023/02/apartment-therapy.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/apartment-therapy.png	(from https://truenorthhr.ca/)
13:58:07	50468/50468	---M--	200	added ('OK')	image/jpeg	etag:%22660ba146-c52c%22	https://truenorthhr.ca/wp-content/uploads/2023/11/hr-consluting-on-call-service.jpg	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/11/hr-consluting-on-call-service.jpg	(from https://truenorthhr.ca/)
13:58:08	632/632	---M--	200	added ('OK')	image/png	etag:%22660ba148-278%22	https://truenorthhr.ca/wp-content/uploads/2023/01/quote-marks.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/quote-marks.png	(from https://truenorthhr.ca/)
13:58:08	1486/1486	---M--	200	added ('OK')	image/png	etag:%22660ba148-d58%22	https://truenorthhr.ca/wp-content/uploads/2023/01/icon-cineplex.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/icon-cineplex.png	(from https://truenorthhr.ca/)
13:58:09	2265/2265	---M--	200	added ('OK')	image/png	etag:%22660ba148-15f1%22	https://truenorthhr.ca/wp-content/uploads/2023/01/icon-unitedways.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/icon-unitedways.png	(from https://truenorthhr.ca/)
13:58:09	1532/1532	---M--	200	added ('OK')	image/png	etag:%22660ba148-f44%22	https://truenorthhr.ca/wp-content/uploads/2023/01/icon-dominos.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/icon-dominos.png	(from https://truenorthhr.ca/)
13:58:10	2208/2208	---M--	200	added ('OK')	image/png	etag:%22660ba147-e64%22	https://truenorthhr.ca/wp-content/uploads/2023/02/WF-Logo-White-2.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/02/WF-Logo-White-2.png	(from https://truenorthhr.ca/)
13:58:11	1859/1859	---M--	200	added ('OK')	image/png	etag:%22660ba148-112a%22	https://truenorthhr.ca/wp-content/uploads/2023/01/icon-timhortons.png	C:/My%20Web%20Sites/HR%20consultancy/truenorthhr.ca/wp-content/uploads/2023/01/icon-timhortons.png	(from https://truenorthhr.ca/)
